Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,"$96,250
/yr (Employer est.)
The minimum salary range is
$90K
The maximum salary range is
$103K","About The Company
Gwyneth Paltrow launched goop from her kitchen as a homespun weekly newsletter. It's grown a lot since then; goop is a lifestyle platform encompassing curated products and content about beauty, wellness, fashion, food, and home. Pioneering the contextual commerce platform, goop allows readers to shop with meaning. goop is one of the rare places on the web where food, shopping, and mindfulness collide—where the ever-evolving intent is to make every choice count. We're all resource-strapped, so goop hopes to surface the very best experiences, recipes, products, and advice.
About You
You thrive in an end-to-end data environment where you have the opportunity to build and deploy data pipelines, enhance and develop frameworks, and test + deploy production-level models that impact how we interact with our customers.
Show more
Average base salary estimate
$96,250
/yr (Employer est.)
The minimum salary range is
$90K
The maximum salary range is
$103K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
201 to 500 Employees
Founded
2008
Type
Company - Private
Industry
Beauty & Wellness
Sector
Personal Consumer Services
Revenue
Unknown / Non-Applicable
goop ratings
3.9
80 %
Recommend to a friend
95 %
Approve of CEO
Gwyneth Paltrow
31 Ratings
Career Opportunities
3.3
Comp & Benefits
3.7
Culture & Values
3.4
Senior Management
3.1
Work/Life Balance
3.4
goop reviews by data scientist
Pros
""Friendly people"" (in 13 reviews)
""Great culture."" (in 11 reviews)
""Pay is decent."" (in 5 reviews)
""benefits good"" (in 6 reviews)
Cons
""No bonous and low pay"" (in 5 reviews)
""No growth or development unless you work in the LA area."" (in 10 reviews)
goop benefits
4.0
3 Ratings
Employee benefit reviews
Most commented
Maternity & Paternity Leave(3 comments)
""pretty in line with what most tech/wellness companies offer""
Health Insurance(3 comments)
""Good Options for Health Insurance""
401K Plan(3 comments)
""No 401 K Matching Available ""
Feb 28, 2024
Current Employee in Los Angeles, CA, California
Unlimited PTO No 401K Match
Jan 24, 2024
Current People Ops Specialist in Santa Monica, CA, California
So many perks! New insurance carrier that makes everything simple to use. Also generous wellness benefits added.
May 31, 2023
Former Programmer Analyst in Los Angeles, CA, California
I would recommend this co to work.",3.9,goop,"Santa Monica, CA",201 to 500 Employees,2008,Company - Private,Beauty & Wellness,Personal Consumer Services,Unknown / Non-Applicable
Data Scientist,"$119,149
/yr (Glassdoor est.)
The minimum salary range is
$102K
The maximum salary range is
$139K","Who You Are
You are a full-stack data scientist, an experienced quantitative thinker who wants to develop further as both a data scientist and an engineer. You are skilled at finding the precise mathematical kernels of real-world business challenges faced by leading international financial institutions. You want to apply your expertise in statistics and computer science using Quantifind's state-of-the-art infrastructure to solve problems in Natural Language Processing such as Entity Resolution, Document Classification, building Knowledge Graphs and Topic Modeling. You are excited to work at a fast growing company where you will have the chance to expand your scientific and engineering skills in new areas. You share Quantifind's commitment to winning together, and are eager to see your coworkers build on the technical foundations you will be creating. You are passionate about maintaining the high scientific and engineering standards required to enable your peers. Above all, you are a curious and independent problem solver who is motivated to find a place where your skills can have real impact.
Show more
Average base salary estimate
$119,149
/yr (Glassdoor est.)
The minimum salary range is
$102K
The maximum salary range is
$139K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
51 to 200 Employees
Founded
2009
Type
Company - Private
Industry
Enterprise Software & Network Solutions
Sector
Information Technology
Revenue
Unknown / Non-Applicable
Quantifind ratings
4.4
84 %
Recommend to a friend
91 %
Approve of CEO
Ari Tuchman
21 Ratings
Career Opportunities
4.2
Comp & Benefits
4.2
Culture & Values
4.2
Senior Management
4.0
Work/Life Balance
4.4
Quantifind benefits
4.6
3 Ratings
Employee benefit reviews
Most commented
Health Insurance(3 comments)
""The insurance is taken pretty much everywhere where I live. The dental was the only thing that didn't work with my current provider but there are out of network benefits.""
Aug 20, 2021
Current Employee in Palo Alto, CA, California
Great insurance and vacation policy.
Jan 8, 2020
Current Employee in Menlo Park, CA, California
Health Insurance, 401K, vacation policy
Oct 10, 2019
Current Employee in Menlo Park, CA, California
Best: Flexible vacation, good medical, dental and 401K Could use some work: maternity leave",4.4,Quantifind,"Washington, DC",51 to 200 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
"Data Scientist, Analytics","$151,122
/yr (Glassdoor est.)
The minimum salary range is
$136K
The maximum salary range is
$168K","Location: Palo Alto, CA (hybrid)

NEXT's mission is to help entrepreneurs thrive. We're doing that by building the only technology-led, full-stack provider of small business insurance in the industry, taking on the entire value chain and transforming the customer experience.

Simply put, wherever you find small businesses, you'll find NEXT.

Since 2016, we've helped hundreds of thousands of small business customers across the United States get fast, customized and affordable coverage. We're backed by industry leaders in insurance and tech, and we still have room to grow — that's where you come in.







Show more
Average base salary estimate
$151,122
/yr (Glassdoor est.)
The minimum salary range is
$136K
The maximum salary range is
$168K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
501 to 1000 Employees
Founded
2016
Type
Company - Private
Industry
Insurance Carriers
Sector
Insurance
Revenue
Unknown / Non-Applicable
Next Insurance ratings
3.8
68 %
Recommend to a friend
81 %
Approve of CEO
Guy Goldstein
197 Ratings
Career Opportunities
3.3
Comp & Benefits
3.6
Culture & Values
3.8
Senior Management
3.5
Work/Life Balance
3.6
Next Insurance reviews by data scientist
Pros
""Great place to work, small and collaborative teams"" (in 4 reviews)
""Good compensation"" (in 3 reviews)
""Great culture, great place to start career in data"" (in 3 reviews)
""Benefits are solid"" (in 2 reviews)
Cons
""lower compensation than similar firms, especially given location"" (in 3 reviews)
""racist upper management"" (in 2 reviews)
Next Insurance benefits
4.6
3 Ratings
Employer summary
It's not just our customers who are happy, it's also our employees. We don't make things more complicated than they need to be, for our customers or our employees. We believe simple is beautiful.

Next Insurance is always looking for good people, and you can help. Research has shown that new hires who come into a company through employee referrals are excellent contributors, stay with the company longer and are a more cost-effective recruit.
Next Insurance will provide an employee referral bonus to any employee (with the exception of senior management) who refers a candidate who is hired by Next Insurance within six months (180 days) of the referral date.
Employee benefit reviews
Most commented
Health Insurance(25 comments)
""we went a year without fully funded health plan. glad its back.""
401K Plan(12 comments)
""This could be better as compared to other companies.""
Vacation & Paid Time Off(8 comments)
""Possible to take over 5 weeks without anyone saying anything. Haven’t heard of any upper limits""
Dec 14, 2023
Current Front End Engineer in Waltham, MA, Massachusetts
Comprehensive health coverage, including medical, dental, and vision benefits. Strong 401(k) plans with employer matching can be highly valued.
Jan 17, 2024
Current Prefer to Not Say to Avoid Backlash in Palo Alto, CA, California
There is a fully funded high deducible plan again.
Nov 19, 2023
Former Employee in Palo Alto, CA, California
Provides reasonable good health insurance to employees",3.8,Next Insurance,"Palo Alto, CA",501 to 1000 Employees,2016,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
Data Scientist - Forecasting,"$159,650
/yr (Employer est.)
The minimum salary range is
$145K
The maximum salary range is
$174K","Airbnb was born in 2007 when two Hosts welcomed three guests to their San Francisco home, and has since grown to over 4 million Hosts who have welcomed more than 1 billion guest arrivals in almost every country across the globe. Every day, Hosts offer unique stays and experiences that make it possible for guests to connect with communities in a more authentic way.
The Community You Will Join:
Airbnb has become a global platform that connects travelers and hosts from over 34,000 cities. As such, it has collected a diverse set of numerical, textual, visual, and unstructured data, which can be mined for insights that will propel our community and product forward. We are looking for a talented Data Scientist to join our Central Strategy and Insights team, focusing on Revenue forecasting.
The Difference You Will Make:
We are seeking a highly skilled and motivated Data Scientist to join our dynamic team. This role is uniquely positioned at the intersection of data science and financial strategy, with a specific focus on modeling our treasury FX hedging program. We're looking for a self-starter with an entrepreneurial mindset, who can deeply understand the nuances of our rapidly evolving business.
Show more
Average base salary estimate
$159,650
/yr (Employer est.)
The minimum salary range is
$145K
The maximum salary range is
$174K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
5001 to 10000 Employees
Founded
2008
Type
Company - Public
Industry
Internet & Web Services
Sector
Information Technology
Revenue
Unknown / Non-Applicable
Airbnb ratings
4.3
85 %
Recommend to a friend
90 %
Approve of CEO
Brian Chesky
1,245 Ratings
Career Opportunities
3.7
Comp & Benefits
4.2
Culture & Values
4.3
Senior Management
3.8
Work/Life Balance
4.2
Airbnb reviews by data scientist
Pros
""Great culture."" (in 9 reviews)
""Good, decent pay."" (in 5 reviews)
""It is a great company to work for, very interesting problems to work on, super smart people around."" (in 7 reviews)
""Really good benefits."" (in 2 reviews)
Cons
""Slow advancement and comparably poor pay"" (in 5 reviews)
""Nice people but somewhat political, some projects are irrelevant or low impact"" (in 7 reviews)
""The benefits could be improved"" (in 2 reviews)
""1. Indian Management 2. Be aware of the policies or you never know when your manager will chuck you out. 3. Lick and grow."" (in 2 reviews)
Airbnb benefits
4.6
3 Ratings
Employer summary
Stock
Competitive salaries
Quarterly employee travel coupon
Paid time off
Medical, dental, & vision insurance
Life insurance and disability benefits
401K
Flexible Spending Accounts
Apple equipment
Company sponsored tech talks and happy hours
Breakfast, lunch, and dinner
Much more...
Employee benefit reviews
Most commented
Health Insurance(56 comments)
""Best Health Insurance I've had""
Free Lunch or Snacks(26 comments)
""depends on the office location""
Vacation & Paid Time Off(24 comments)
""PTO + extra company wide days off + shutdown at end of year around holidays""
Mar 8, 2024
Former Employee in Los Angeles, CA, California
Work from Anywhere policy benefits some, but restricts growth
Feb 26, 2024
Former Marketing Director in San Francisco, CA, California
Fantastic perks - great health insurance package that covered fertility services, time off, 401K matching, equity and awesome in-office meals.
Mar 7, 2024
Current Employee in Sunnyvale, CA, California
standard but good benefits overall",4.3,Airbnb,Remote,5001 to 10000 Employees,2008,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,"Job Information
Work Experience
4-5 years
Industry
Technology
Remote Job
Job Description
This is a remote position.
Although this is a remote position, we are looking for individuals who reside in Morocco!






































Show more
Company overview
Size
51 to 200 Employees
Founded
--
Type
Company - Private
Industry
Software Development
Sector
Information Technology
Revenue
Unknown / Non-Applicable
Advancio ratings
2.4
32 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings
Career Opportunities
2.4
Comp & Benefits
2.2
Culture & Values
2.5
Senior Management
2.3
Work/Life Balance
2.5
Advancio reviews by data scientist
Pros
""Good and comfortable office space."" (in 4 reviews)
""Free coffee and snacks."" (in 3 reviews)
Cons
""The company faces serious issues with management, process adherence, harassment, and leadership capability."" (in 2 reviews)
""One of the most glaring problems at Advancio is the inadequate management."" (in 2 reviews)
""Ineffective CEO and COO:"" (in 1 review)",2.4,Advancio,United States,51 to 200 Employees,--,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,"At Two Six Technologies, we build, deploy, and implement innovative products that solve the world's most complex challenges today. Through unrivaled collaboration and unwavering trust, we push the boundaries of what's possible to empower our team and support our customers in building a safer global future.
We're looking for a full time Data Scientist to join our team at Two Six in the Information Advantage business unit. At Two Six Technologies, we build, deploy, and implement innovative products that solve the world's most complex challenges today. Through unrivaled collaboration and unwavering trust, we push the boundaries of what's possible to empower our team and support our customers in building a safer global future.
Through private R&D, relentless innovation, and deep technical expertise in cyber, information operations, data science, electronic systems, mobility, and user experience, we serve customers that include DARPA, the Department of State, U.S. Cyber Command, the Department of Homeland Security, and beyond.
Show more
Company overview
Size
501 to 1000 Employees
Founded
2021
Type
Company - Private
Industry
Information Technology Support Services
Sector
Information Technology
Revenue
Unknown / Non-Applicable
Two Six Technologies ratings
4.4
83 %
Recommend to a friend
84 %
Approve of CEO
Joe Logue
16 Ratings
Career Opportunities
4.3
Comp & Benefits
4.3
Culture & Values
4.1
Senior Management
4.1
Work/Life Balance
4.5
Two Six Technologies reviews by data scientist
Pros
""Good benefits (8% 401k, 11 flexible holidays, 20"" (in 3 reviews)
""Compensation is competitive."" (in 3 reviews)
""Coworkers are typically smart and good people to work with, although sometimes there are bad apples."" (in 3 reviews)
""Inclusive company culture"" (in 3 reviews)
Cons
""Feedback and questions go up the management chain, but no responses ever come back."" (in 3 reviews)
Two Six Technologies – Why work with us
About Us
Core Values
Benefits and Perks
Careers
Employee Testimonials
Mission Focused. Impact Driven.
At Two Six Technologies, we build, deploy, and implement innovative products that solve the world’s most complex challenges today. Through unrivaled collaboration and unwavering trust, we push the boundaries of what’s possible to empower our team and support our customers in building a safer global future.
Through private R&D, relentless innovation, and deep technical expertise in cyber, information operations, data science, electronic systems, mobility, and user experience, we serve customers that include DARPA, the Department of State, U.S. Cyber Command, the Department of Homeland Security, and beyond.
Review our product page and discover our extensive capabilities, products, services, and expertise.
Two Six Technologies benefits
4.7
3 Ratings
Employer summary
Two Six Technologies is committed to our employee's overall health and future. We offer a comprehensive benefits package. A few callouts include:
Health & Wellness to include numerous plans that are 100% paid by the company 
Immediately Receive 20 Days PTO and 11 Company Paid Holidays
Paid Parental, Military, Voting, Bereavement
Two Six Day; Designated Day of Service Pay
401K Retirement; Generous Employer Contribution and Immediate Vesting
And more!
Employee benefit reviews
Most commented
Maternity & Paternity Leave(4 comments)
""I've heard of companies offering more time for paternity leave. ""
Health Insurance(4 comments)
""Offers a variety of plans ""
401K Plan(4 comments)
""Company matches a reasonable percentage. ""
Dec 9, 2023
Current Senior Software Engineer in Arlington, VA, Virginia
They have one of the best benefits packages. This includes a generous 401k match, very cheap 0 deductible health plan. Lots of other cheap benefits plans (too many to list here). $500 annual wellness fund. Monthly profit sharing pay outs as well as larger annual one.
Jan 18, 2024
Current Software Test Engineer in Arlington, VA, Virginia
Solid befits package. Better than average.
Jan 17, 2024
Current Employee in Arlington, VA, Virginia
Health insurance is mostly covered.",4.4,Two Six Technologies,Remote,501 to 1000 Employees,2021,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,"Data Scientist

The Organization:
We help society’s foundational institutions—healthcare and higher education—to achieve their full potential in service to others.

We are our clients’ trusted partners in ever-changing times. For more than 30 years, Kaufman Hall has provided independent, objective insights grounded in sound data and analysis to help clients fulfill their missions, achieve their goals, and tackle their toughest problems.

Kaufman Hall provides world-class management consulting in strategic financial planning (a concept we created); performance improvement; partnerships, mergers, and acquisitions; and treasury and capital markets. Kaufman Hall’s consulting is supported by a deep foundation of data assets and data-driven tools.

At Kaufman Hall, we believe that sustained success is never an accident. It is the result of sound decision making, based on data-driven analysis and disciplined thinking, and guided by the fundamental principles of corporate finance.


Kaufman Hall is committed to providing equal opportunity for all employees and applicants. We recruit, hire, train, promote, pay, and administer all employment actions without regard to actual and also perceived or assumed protected group status as defined by law of an individual or that individual’s associates or relatives. Our policies and the law prohibit employment discrimination against any employee or applicant on the basis of any legally protected status.
Show more
Company overview
Size
201 to 500 Employees
Founded
1985
Type
Company - Private
Industry
Business Consulting
Sector
Management & Consulting
Revenue
$100 to $500 million (USD)
Kaufman Hall & Associates LLC ratings
3.9
67 %
Recommend to a friend
69 %
Approve of CEO
Wes Champion
24 Ratings
Career Opportunities
4.1
Comp & Benefits
4.0
Culture & Values
3.5
Senior Management
3.6
Work/Life Balance
3.2
Kaufman Hall & Associates LLC reviews by data scientist
Pros
""The people are great."" (in 1 review)
Cons
""Poor management lacking direction or technical knowledge in the AFC WM Transaction Monitoring space."" (in 1 review)
Kaufman Hall & Associates LLC benefits
4.4
3 Ratings
Employee benefit reviews
Most commented
Health Insurance(5 comments)
""Great options for all employees.""
Work From Home(4 comments)
""Many people at KH are on the road throughout the week, so people are used to remote work environments. ""
401K Plan(3 comments)
""Very generous matching for 401K.""
Jan 29, 2024
Current Employee in Chicago, IL, Illinois
Reasonable benefits package with unlimited PTO
Feb 6, 2024
Former Senior Associate in Chicago, IL, Illinois
Decent benefits, good 41k match
Dec 11, 2023
Current Vice President in Chicago, IL, Illinois
Great benefits including 401k match and flexible time off",3.9,Kaufman Hall & Associates LLC,Remote,201 to 500 Employees,1985,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD)
Data Scientist,"$155,000
/yr (Employer est.)
The minimum salary range is
$130K
The maximum salary range is
$180K","We’re Thalo Labs, a NYC-based company on a mission to transform the built environment into a powerful tool for fighting climate change. Where others see buildings as part of the problem, we see an incredible opportunity to leverage existing infrastructure to not only accelerate drawdown, but to transform the built environment from one of the biggest emitters to a carbon sink.

Our team has built self-driving cars at Waymo, worked on satellite imagery at Google, designed systems for John Deere, developed space missions for NASA, engineered bikes for Peloton, led manufacturing design for Boom Supersonic jets, and more. We are united by our shared goal of making products that help us decarbonize today and accelerate drawdown globally tomorrow.

We are seeking an experienced Data Scientist to join our team to drive development of data products across our entire business. At Thalo, we are generating emissions data that no one in the world has seen before. If the opportunity to actually get your hands dirty in the business of decarbonization by unraveling trends and opportunities excites you, read on!


Show more
Average base salary estimate
$155,000
/yr (Employer est.)
The minimum salary range is
$130K
The maximum salary range is
$180K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
1 to 50 Employees
Founded
--
Type
Company - Private
Industry
--
Sector
--
Revenue
Unknown / Non-Applicable
Thalo Labs ratings
5.0
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings
Career Opportunities
5.0
Comp & Benefits
5.0
Culture & Values
5.0
Senior Management
4.0
Work/Life Balance
3.0",5.0,Thalo Labs,"Brooklyn, NY",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Data Scientist Job,"$121,320
/yr (Employer est.)
The minimum salary range is
$97K
The maximum salary range is
$146K","Primary location: Remote, Remote
Relocation offered: No
Employment status: Full-Time
Travel: <10%
Non-compete: No
Location: Work from home position located in Remote, Remote
The estimated base salary range for this role is $97,060 to $145,580 per year.
Individual pay is based upon location, skills and expertise, experience and other relevant factors (salary may be adjusted based on geographic location)

What does it mean to work at Armstrong?














Show more
Average base salary estimate
$121,320
/yr (Employer est.)
The minimum salary range is
$97K
The maximum salary range is
$146K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
1001 to 5000 Employees
Founded
1860
Type
Company - Public
Industry
Machinery Manufacturing
Sector
Manufacturing
Revenue
$1 to $5 billion (USD)
Armstrong World Industries ratings
4.1
72 %
Recommend to a friend
88 %
Approve of CEO
Victor Grizzle
101 Ratings
Career Opportunities
3.8
Comp & Benefits
3.9
Culture & Values
3.8
Senior Management
3.6
Work/Life Balance
3.8
Armstrong World Industries reviews by data scientist
Pros
""good people good working envieremtn"" (in 2 reviews)
""Pay is good."" (in 1 review)
""Good leadership team and middle level management"" (in 1 review)
Cons
""benefits became worse year after year"" (in 2 reviews)
Armstrong World Industries benefits
3.9
3 Ratings
Employee benefit reviews
Most commented
Vacation & Paid Time Off(9 comments)
""It was OK, could have offered more time off to boost morale. ""
Health Insurance(8 comments)
""Includes medical, vision, and dental""
401K Plan(6 comments)
""The company matches 401K up to a small percentage""
Jan 23, 2024
Current Process Engineer in Lancaster, PA, Pennsylvania
Good health insurance.. Availability to pick from 2 plans
Feb 1, 2024
Former Customer Service in Lancaster, PA, Pennsylvania
There really weren't any company perks, at least not for those who work in customer service. The benefits package was OK, but they could have offered more as a large global organization.
Dec 31, 2023
Current Engineer in Lancaster, PA, Pennsylvania
Benefits are average for the area.",4.1,Armstrong World Industries,Remote,1001 to 5000 Employees,1860,Company - Public,Machinery Manufacturing,Manufacturing,$1 to $5 billion (USD)
Data Scientist,"$87,191
/yr (Glassdoor est.)
The minimum salary range is
$73K
The maximum salary range is
$104K","PURPOSE:
Accelerates and supports the ongoing activities in the field of Artificial Intelligence and Computer vision for multiple use cases for quality improvement in the area of manufacturing. Deals with large volumes of data, understands, and explores data critical to company business. Drives data for future processes and products. Works with different business units to understand the business demands with respect to Artificial Intelligence and Quality Assessment. Conducts advanced analytical tasks, designs deep learning models, data mining, and computer vision to enable the company to improve its products, services and processes.

RESPONSIBILITIES:
Analyzes business critical data and recommends improvements.







Show more
Average base salary estimate
$87,191
/yr (Glassdoor est.)
The minimum salary range is
$73K
The maximum salary range is
$104K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
Unknown
Founded
--
Type
Company - Public
Industry
Business Consulting
Sector
Management & Consulting
Revenue
Unknown / Non-Applicable
SWJ TECHNOLOGY, LLC ratings
3.7
79 %
Recommend to a friend
100 %
Approve of CEO
3 Ratings
Career Opportunities
3.5
Comp & Benefits
3.6
Culture & Values
3.5
Senior Management
3.2
Work/Life Balance
3.5
SWJ TECHNOLOGY, LLC reviews by data scientist
Pros
""The only pros were the flexibility and low cost benefits."" (in 2 reviews)
""PTO is good, Benefit was ok, a good start to the automotive industries"" (in 1 review)
""Flexible work hours, great support from Management team."" (in 1 review)
Cons
""Average pay, management was everywhere"" (in 2 reviews)
""Micromanaging leadership with lack of accountability and trust."" (in 1 review)",3.7,"SWJ TECHNOLOGY, LLC","Greer, SC",Unknown,--,Company - Public,Business Consulting,Management & Consulting,Unknown / Non-Applicable
Data Scientist,"$111,652
/yr (Glassdoor est.)
The minimum salary range is
$87K
The maximum salary range is
$143K","Company Description

VTS3 is a Veteran-owned and operated company which provides full-service Recruiting, Talent Search, Staffing, and IT Professional Services. For more information visit www.vts3.com.

Job Description

We are looking a Data Scientist Consultant in Trenton, NJ. The qualified Data Scientist will be part of our client's Prescription Overdose: Data-Driven Prevention Initiative (DDPI). The successful candidate ideally will have extensive experience working with large public health databases such as hospitalization data, vital records (death records) and prescription monitoring database.











Show more
Average base salary estimate
$111,652
/yr (Glassdoor est.)
The minimum salary range is
$87K
The maximum salary range is
$143K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
1 to 50 Employees
Founded
2016
Type
Company - Private
Industry
HR Consulting
Sector
Human Resources & Staffing
Revenue
Unknown / Non-Applicable
VTS3 Corp. ratings
2.8
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings
Career Opportunities
2.6
Comp & Benefits
2.6
Culture & Values
2.8
Senior Management
2.8
Work/Life Balance
2.8",2.8,VTS3 Corp,"Trenton, NJ",1 to 50 Employees,2016,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
Data Scientist,"$111,434
/yr (Glassdoor est.)
The minimum salary range is
$97K
The maximum salary range is
$128K","Location(s)
Chicago, Illinois
Details
Kemper is one of the nation’s leading specialized insurers. Our success is a direct reflection of the talented and diverse people who make a positive difference in the lives of our customers every day. We believe a high-performing culture, valuable opportunities for personal development and professional challenge, and a healthy work-life balance can be highly motivating and productive. Kemper’s products and services are making a real difference to our customers, who have unique and evolving needs. By joining our team, you are helping to provide an experience to our stakeholders that delivers on our promises.
Position Summary:
Data Science is a driver of significant competitive advantage for Kemper and is critical to the organization’s success. The Kemper Auto team has an immediate need for a talented data science professional. This individual will help support data analytics, forecasting, and predictive modeling for Direct to Consumer, Telematics, and Operations.


Show more
Average base salary estimate
$111,434
/yr (Glassdoor est.)
The minimum salary range is
$97K
The maximum salary range is
$128K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
5001 to 10000 Employees
Founded
1990
Type
Company - Public
Industry
Insurance Carriers
Sector
Insurance
Revenue
$25 to $100 million (USD)
Kemper ratings
3.5
60 %
Recommend to a friend
67 %
Approve of CEO
Joseph P. Lacher, Jr.
1,143 Ratings
Career Opportunities
3.5
Comp & Benefits
3.6
Culture & Values
3.5
Senior Management
3.4
Work/Life Balance
3.8
Kemper reviews by data scientist
Pros
""Good pay, People, That's all I have"" (in 4 reviews)
""Company cares about employees and promotes personal growth."" (in 10 reviews)
""Good benefits"" (in 3 reviews)
Cons
""Low pay, heavy case load, long hours and a lot of travel; however, hotel not provided if not traveling more than 4 hours from home which lead to 14 plus hour days; no work/family balance; inability of manager to make decisions; in office morale low"" (in 4 reviews)
""Time clock in can be much some time, experience greatly differs depending on manager overall great experience"" (in 4 reviews)
""maybe not very high benefits"" (in 3 reviews)
""Management, Communication, Attentiveness, Benefits', Not Good"" (in 3 reviews)
Kemper – Why work with us
About Us
Culture at Kemper
Operations
Kemper is One of The Nation’s Most Trusted Insurers
Backed by the financial strength and stability of an A.M. Best A-rated national insurance company. Our success is a direct reflection of the talented and diverse people who make a positive difference in the lives of our customers every day. We’re in the business of delivering on our promises, so whether you’re a new employee or have worked with us for years, you can count on us for plentiful growth opportunities, great benefits, competitive compensation, and so much more.
Come Grow With Kemper https://careers.kemper.com/global/en  | We’re proud to join Fortune's 2020 list of 100 Fastest-Growing Companies at #11.
This recognition is a testament to the hard work and commitment of every one of our dedicated team members. At Kemper, we foster a culture of ownership and accountability where high performance and strong contributions are recognized and valued. Add to that our growing auto, home, life, and health business segments across the U.S. and you’ve got endless potential. With over 10,000 associates. Whether your next career move is across the aisle or up the ladder, you’ll find the space and support you need to continue your personal and professional development all under one roof. 
Learn More about Kemper
 Kemper benefits
4.0
3 Ratings
Employee benefit reviews
Most commented
Health Insurance(40 comments)
""Good benefits and insurance provider ""
401K Plan(27 comments)
""Company provides a matching plan up to a predetermined percentage of salary""
Vacation & Paid Time Off(21 comments)
""Time accrues annually with seniority""
Mar 7, 2024
Current Software Developer 5 in Jacksonville, FL, Florida
Health, Dental and Vision benefits are excellent. Long term disability is not as good as it used to be there is no longer a pension plan, Some other benefits have taken a hit in recent years, but probably no different than other similar companies (hence I docked a star for these changes). Work from home 2-3 days a week, which is nice and there is a gym at the office, so that's a benefit.
Mar 7, 2024
Current Claims Adjuster in Birmingham, AL, Alabama
401k, STD, LTD, dental vision medical
Feb 3, 2024
Current Employee in Jacksonville, FL, Florida
Good benefits program and provider",3.5,Kemper,"Chicago, IL",5001 to 10000 Employees,1990,Company - Public,Insurance Carriers,Insurance,$25 to $100 million (USD)
Data Scientist,-1,"Are you looking for meaningful work with real-world impact? If so, then ThinkDigits careers might be the perfect fit. We are currently recruiting talented people who want to turn raw numbers into powerful insights that drive business results and transform data through innovative technology solutions!
Data Scientist
Location – Currently remote
Job Type – Full Time
Experience – 3+ Years
3+ years of experience in data mining, statistical analysis, modeling, optimization
Experience and demonstrated skill in creating mathematical models
Expertise in delivering data driven applications in the form of APIs, dashboards, or software packages
Experience and demonstrated desire to continue learning about the industry and trends in data management
Product owner experience
Comfortable working in an environment where problems are not always well-defined
Inquisitive, proactive, and interested in learning new tools and techniques
Strong oral, written and interpersonal communication
Have a desire to excel and work with talented people
“To apply for this exciting opportunity, please forward your detailed resume and a compelling cover letter outlining your qualifications and experience to support@thinkdigits.com. We look forward to reviewing your application and getting to know more about your skills and how they align with our team. Thank you for considering ThinkDigits as your next career destination.”",-1.0,ThinkDigits,Remote,-1,-1,-1,-1,-1,-1
